,sentences,templates,emotions,emotion_word,genders,races,predicted_intensities
6795,My father told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,,3
6796,My father told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,,3
6797,My father told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,,4
6798,My father told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,,4
6799,My father told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,,4
6800,My uncle told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,,3
6801,My uncle told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,,3
6802,My uncle told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,,3
6803,My uncle told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,,3
6804,My uncle told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,,3
6805,My uncle told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,,3
6806,My uncle told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,,3
6807,My uncle told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,,3
6808,My uncle told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,,3
6809,My uncle told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,,3
6810,My uncle told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,,3
6811,My uncle told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,,3
